g++-4.9 prog.cpp -std=c++11 -O2 -lm && cat in.txt | ./a.out
N = 2, K = 1 = 2
N = 60, K = 5 = 116943750000000000
N = 61, K = 5 = 211422148572450816
N = 62, K = 5 = 728640635326636032
N = 63, K = 5 = 1812861427605516288
N = 7, K = 6 = 7
N = 8, K = 6 = 16
N = 9, K = 6 = 27
N = 10, K = 6 = 40
N = 11, K = 6 = 55
N = 12, K = 6 = 72
N = 13, K = 6 = 91
N = 14, K = 6 = 224
N = 15, K = 6 = 405
N = 16, K = 6 = 640
N = 17, K = 6 = 935
N = 18, K = 6 = 1296
N = 19, K = 6 = 1729
N = 20, K = 6 = 4480
N = 21, K = 6 = 8505
N = 22, K = 6 = 14080
N = 23, K = 6 = 21505
N = 24, K = 6 = 31104
N = 25, K = 6 = 43225
N = 26, K = 6 = 116480
N = 27, K = 6 = 229635
N = 28, K = 6 = 394240
N = 29, K = 6 = 623645
N = 30, K = 6 = 933120
N = 31, K = 6 = 1339975
N = 32, K = 6 = 3727360
N = 33, K = 6 = 7577955
N = 34, K = 6 = 13404160
N = 35, K = 6 = 21827575
N = 36, K = 6 = 33592320
N = 37, K = 6 = 49579075
N = 38, K = 6 = 141639680
N = 39, K = 6 = 295540245
N = 40, K = 6 = 536166400
N = 41, K = 6 = 894930575
N = 42, K = 6 = 1410877440
N = 43, K = 6 = 2131900225
N = 44, K = 6 = 6232145920
N = 45, K = 6 = 13299311025
N = 46, K = 6 = 24663654400
N = 47, K = 6 = 42061737025
N = 48, K = 6 = 67722117120
N = 49, K = 6 = 104463111025
N = 50, K = 6 = 311607296000
N = 51, K = 6 = 678264862275
N = 52, K = 6 = 1282510028800
N = 53, K = 6 = 2229272062325
N = 54, K = 6 = 3656994324480
N = 55, K = 6 = 5745471106375
N = 56, K = 6 = 17450008576000
N = 57, K = 6 = 38661097149675
N = 58, K = 6 = 74385581670400
N = 59, K = 6 = 131527051677175
N = 60, K = 6 = 219419659468800
N = 61, K = 6 = 350473737488875
N = 62, K = 6 = 1081900531712000
N = 63, K = 6 = 2435649120429525
N = 64, K = 6 = 4760677226905600
N = 65, K = 6 = 8549258359016375
N = 66, K = 6 = 14481697524940800
N = 67, K = 6 = 23481740411754625
N = 68, K = 6 = 73569236156416000
N = 69, K = 6 = 168059789309637225
N = 70, K = 6 = 333247405883392000
N = 71, K = 6 = 606997343490162625
N = 72, K = 6 = 1042682221795737600
N = 8, K = 7 = 8
N = 9, K = 7 = 18
N = 10, K = 7 = 30
N = 11, K = 7 = 44
N = 12, K = 7 = 60
N = 13, K = 7 = 78
N = 14, K = 7 = 98
N = 15, K = 7 = 120
N = 16, K = 7 = 288
N = 17, K = 7 = 510
N = 18, K = 7 = 792
N = 19, K = 7 = 1140
N = 20, K = 7 = 1560
N = 21, K = 7 = 2058
N = 22, K = 7 = 2640
N = 23, K = 7 = 6624
N = 24, K = 7 = 12240
N = 25, K = 7 = 19800
N = 26, K = 7 = 29640
N = 27, K = 7 = 42120
N = 28, K = 7 = 57624
N = 29, K = 7 = 76560
N = 30, K = 7 = 198720
N = 31, K = 7 = 379440
N = 32, K = 7 = 633600
N = 33, K = 7 = 978120
N = 34, K = 7 = 1432080
N = 35, K = 7 = 2016840
N = 36, K = 7 = 2756160
N = 37, K = 7 = 7352640
N = 38, K = 7 = 14418720
N = 39, K = 7 = 24710400
N = 40, K = 7 = 39124800
N = 41, K = 7 = 58715280
N = 42, K = 7 = 84707280
N = 43, K = 7 = 118514880
N = 44, K = 7 = 323516160
N = 45, K = 7 = 648842400
N = 46, K = 7 = 1136678400
N = 47, K = 7 = 1838865600
N = 48, K = 7 = 2818333440
N = 49, K = 7 = 4150656720
N = 50, K = 7 = 5925744000
N = 51, K = 7 = 16499324160
N = 52, K = 7 = 33739804800
N = 53, K = 7 = 60243955200
N = 54, K = 7 = 99298742400
N = 55, K = 7 = 155008339200
N = 56, K = 7 = 232436776320
N = 57, K = 7 = 337767408000
N = 58, K = 7 = 956960801280
N = 59, K = 7 = 1990648483200
N = 60, K = 7 = 3614637312000
N = 61, K = 7 = 6057223286400
N = 62, K = 7 = 9610517030400
N = 63, K = 7 = 14643516908160
N = 64, K = 7 = 21617114112000
N = 65, K = 7 = 62202452083200
N = 66, K = 7 = 131382799891200
N = 67, K = 7 = 242180699904000
N = 68, K = 7 = 411891183475200
N = 69, K = 7 = 663125675097600
N = 70, K = 7 = 1025046183571200
N = 71, K = 7 = 1534815101952000
N = 72, K = 7 = 4478576549990400
N = 73, K = 7 = 9590944392057600
N = 74, K = 7 = 17921371792896000
N = 75, K = 7 = 30891838760640000
N = 76, K = 7 = 50397551307417600
N = 77, K = 7 = 78928556134982400
N = 78, K = 7 = 119715577952256000
N = 79, K = 7 = 353807547449241600
N = 80, K = 7 = 767275551364608000
N = 81, K = 7 = 1451631115224576000
N = 9, K = 8 = 9
N = 10, K = 8 = 20
N = 11, K = 8 = 33
N = 12, K = 8 = 48
N = 13, K = 8 = 65
N = 14, K = 8 = 84
N = 15, K = 8 = 105
N = 16, K = 8 = 128
N = 17, K = 8 = 153
N = 18, K = 8 = 360
N = 19, K = 8 = 627
N = 20, K = 8 = 960
N = 21, K = 8 = 1365
N = 22, K = 8 = 1848
N = 23, K = 8 = 2415
N = 24, K = 8 = 3072
N = 25, K = 8 = 3825
N = 26, K = 8 = 9360
N = 27, K = 8 = 16929
N = 28, K = 8 = 26880
N = 29, K = 8 = 39585
N = 30, K = 8 = 55440
N = 31, K = 8 = 74865
N = 32, K = 8 = 98304
N = 33, K = 8 = 126225
N = 34, K = 8 = 318240
N = 35, K = 8 = 592515
N = 36, K = 8 = 967680
N = 37, K = 8 = 1464645
N = 38, K = 8 = 2106720
N = 39, K = 8 = 2919735
N = 40, K = 8 = 3932160
N = 41, K = 8 = 5175225
N = 42, K = 8 = 13366080
N = 43, K = 8 = 25478145
N = 44, K = 8 = 42577920
N = 45, K = 8 = 65909025
N = 46, K = 8 = 96909120
N = 47, K = 8 = 137227545
N = 48, K = 8 = 188743680
N = 49, K = 8 = 253586025
N = 50, K = 8 = 668304000
N = 51, K = 8 = 1299385395
N = 52, K = 8 = 2214051840
N = 53, K = 8 = 3493178325
N = 54, K = 8 = 5233092480
N = 55, K = 8 = 7547514975
N = 56, K = 8 = 10569646080
N = 57, K = 8 = 14454403425
N = 58, K = 8 = 38761632000
N = 59, K = 8 = 76663738305
N = 60, K = 8 = 132843110400
N = 61, K = 8 = 213083877825
N = 62, K = 8 = 324451733760
N = 63, K = 8 = 475493443425
N = 64, K = 8 = 676457349120
N = 65, K = 8 = 939536222625
N = 66, K = 8 = 2558267712000
N = 67, K = 8 = 5136470466435
N = 68, K = 8 = 9033331507200
N = 69, K = 8 = 14702787569925
N = 70, K = 8 = 22711621363200
N = 71, K = 8 = 33760034483175
N = 72, K = 8 = 48704929136640
N = 73, K = 8 = 68586144251625
N = 74, K = 8 = 189311810688000
N = 75, K = 8 = 385235284982625
N = 76, K = 8 = 686533194547200
N = 77, K = 8 = 1132114642884225
N = 78, K = 8 = 1771506466329600
N = 79, K = 8 = 2667042724170825
N = 80, K = 8 = 3896394330931200
N = 81, K = 8 = 5555477684381625
N = 82, K = 8 = 15523568476416000
N = 83, K = 8 = 31974528653557875
N = 84, K = 8 = 57668788341964800
N = 85, K = 8 = 96229744645159125
N = 86, K = 8 = 152349556104345600
N = 87, K = 8 = 232032717002861775
N = 88, K = 8 = 342882701121945600
N = 89, K = 8 = 494437513909964625
N = 90, K = 8 = 1397121162877440000
N = 10, K = 9 = 10
N = 11, K = 9 = 22
N = 12, K = 9 = 36
N = 13, K = 9 = 52
N = 14, K = 9 = 70
N = 15, K = 9 = 90
N = 16, K = 9 = 112
N = 17, K = 9 = 136
N = 18, K = 9 = 162
N = 19, K = 9 = 190
N = 20, K = 9 = 440
N = 21, K = 9 = 756
N = 22, K = 9 = 1144
N = 23, K = 9 = 1610
N = 24, K = 9 = 2160
N = 25, K = 9 = 2800
N = 26, K = 9 = 3536
N = 27, K = 9 = 4374
N = 28, K = 9 = 5320
N = 29, K = 9 = 12760
N = 30, K = 9 = 22680
N = 31, K = 9 = 35464
N = 32, K = 9 = 51520
N = 33, K = 9 = 71280
N = 34, K = 9 = 95200
N = 35, K = 9 = 123760
N = 36, K = 9 = 157464
N = 37, K = 9 = 196840
N = 38, K = 9 = 484880
N = 39, K = 9 = 884520
N = 40, K = 9 = 1418560
N = 41, K = 9 = 2112320
N = 42, K = 9 = 2993760
N = 43, K = 9 = 4093600
N = 44, K = 9 = 5445440
N = 45, K = 9 = 7085880
N = 46, K = 9 = 9054640
N = 47, K = 9 = 22789360
N = 48, K = 9 = 42456960
N = 49, K = 9 = 69509440
N = 50, K = 9 = 105616000
N = 51, K = 9 = 152681760
N = 52, K = 9 = 212867200
N = 53, K = 9 = 288608320
N = 54, K = 9 = 382637520
N = 55, K = 9 = 498005200
N = 56, K = 9 = 1276204160
N = 57, K = 9 = 2420046720
N = 58, K = 9 = 4031547520
N = 59, K = 9 = 6231344000
N = 60, K = 9 = 9160905600
N = 61, K = 9 = 12984899200
N = 62, K = 9 = 17893715840
N = 63, K = 9 = 24106163760
N = 64, K = 9 = 31872332800
N = 65, K = 9 = 82953270400
N = 66, K = 9 = 159723083520
N = 67, K = 9 = 270113683840
N = 68, K = 9 = 423731392000
N = 69, K = 9 = 632102486400
N = 70, K = 9 = 908942944000
N = 71, K = 9 = 1270453824640
N = 72, K = 9 = 1735643790720
N = 73, K = 9 = 2326680294400
N = 74, K = 9 = 6138542009600
N = 75, K = 9 = 11979231264000
N = 76, K = 9 = 20528639971840
N = 77, K = 9 = 32627317184000
N = 78, K = 9 = 49303993939200
N = 79, K = 9 = 71806492576000
N = 80, K = 9 = 101636305971200
N = 81, K = 9 = 140587147048320
N = 82, K = 9 = 190787784140800
N = 83, K = 9 = 509498986796800
N = 84, K = 9 = 1006255426176000
N = 85, K = 9 = 1744934397606400
N = 86, K = 9 = 2805949277824000
N = 87, K = 9 = 4289447472710400
N = 88, K = 9 = 6318971346688000
N = 89, K = 9 = 9045631231436800
N = 90, K = 9 = 12652843234348800
N = 91, K = 9 = 17361688356812800
N = 92, K = 9 = 46873906785305600
N = 93, K = 9 = 93581754634368000
N = 94, K = 9 = 164023833375001600
N = 95, K = 9 = 266565181393280000
N = 96, K = 9 = 411786957380198400
N = 97, K = 9 = 612940220628736000
N = 98, K = 9 = 886471860680806400
N = 99, K = 9 = 1252631480200531200
N = 11, K = 10 = 11
N = 12, K = 10 = 24
N = 13, K = 10 = 39
N = 14, K = 10 = 56
N = 15, K = 10 = 75
N = 16, K = 10 = 96
N = 17, K = 10 = 119
N = 18, K = 10 = 144
N = 19, K = 10 = 171
N = 20, K = 10 = 200
N = 21, K = 10 = 231
N = 22, K = 10 = 528
N = 23, K = 10 = 897
N = 24, K = 10 = 1344
N = 25, K = 10 = 1875
N = 26, K = 10 = 2496
N = 27, K = 10 = 3213
N = 28, K = 10 = 4032
N = 29, K = 10 = 4959
N = 30, K = 10 = 6000
N = 31, K = 10 = 7161
N = 32, K = 10 = 16896
N = 33, K = 10 = 29601
N = 34, K = 10 = 45696
N = 35, K = 10 = 65625
N = 36, K = 10 = 89856
N = 37, K = 10 = 118881
N = 38, K = 10 = 153216
N = 39, K = 10 = 193401
N = 40, K = 10 = 240000
N = 41, K = 10 = 293601
N = 42, K = 10 = 709632
N = 43, K = 10 = 1272843
N = 44, K = 10 = 2010624
N = 45, K = 10 = 2953125
N = 46, K = 10 = 4133376
N = 47, K = 10 = 5587407
N = 48, K = 10 = 7354368
N = 49, K = 10 = 9476649
N = 50, K = 10 = 12000000
N = 51, K = 10 = 14973651
N = 52, K = 10 = 36900864
N = 53, K = 10 = 67460679
N = 54, K = 10 = 108573696
N = 55, K = 10 = 162421875
N = 56, K = 10 = 231469056
N = 57, K = 10 = 318482199
N = 58, K = 10 = 426553344
N = 59, K = 10 = 559122291
N = 60, K = 10 = 720000000
N = 61, K = 10 = 913392711
N = 62, K = 10 = 2287853568
N = 63, K = 10 = 4250022777
N = 64, K = 10 = 6948716544
N = 65, K = 10 = 10557421875
N = 66, K = 10 = 15276957696
N = 67, K = 10 = 21338307333
N = 68, K = 10 = 29005627392
N = 69, K = 10 = 38579438079
N = 70, K = 10 = 50400000000
N = 71, K = 10 = 64850882481
N = 72, K = 10 = 164725456896
N = 73, K = 10 = 310251662721
N = 74, K = 10 = 514205024256
N = 75, K = 10 = 791806640625
N = 76, K = 10 = 1161048784896
N = 77, K = 10 = 1643049664641
N = 78, K = 10 = 2262438936576
N = 79, K = 10 = 3047775608241
N = 80, K = 10 = 4032000000000
N = 81, K = 10 = 5252921480961
N = 82, K = 10 = 13507487465472
N = 83, K = 10 = 25750888005843
N = 84, K = 10 = 43193222037504
N = 85, K = 10 = 67303564453125
N = 86, K = 10 = 99850195501056
N = 87, K = 10 = 142945320823767
N = 88, K = 10 = 199094626418688
N = 89, K = 10 = 271252029133449
N = 90, K = 10 = 362880000000000
N = 91, K = 10 = 478015854767451
N = 92, K = 10 = 1242688846823424
N = 93, K = 10 = 2394832584543399
N = 94, K = 10 = 4060162871525376
N = 95, K = 10 = 6393838623046875
N = 96, K = 10 = 9585618768101376
N = 97, K = 10 = 13865696119905399
N = 98, K = 10 = 19511273389031424
N = 99, K = 10 = 26853950884211451
N = 100, K = 10 = 36288000000000000
N = 12, K = 11 = 12
N = 13, K = 11 = 26
N = 14, K = 11 = 42
N = 15, K = 11 = 60
N = 16, K = 11 = 80
N = 17, K = 11 = 102
N = 18, K = 11 = 126
N = 19, K = 11 = 152
N = 20, K = 11 = 180
N = 21, K = 11 = 210
N = 22, K = 11 = 242
N = 23, K = 11 = 276
N = 24, K = 11 = 624
N = 25, K = 11 = 1050
N = 26, K = 11 = 1560
N = 27, K = 11 = 2160
N = 28, K = 11 = 2856
N = 29, K = 11 = 3654
N = 30, K = 11 = 4560
N = 31, K = 11 = 5580
N = 32, K = 11 = 6720
N = 33, K = 11 = 7986
N = 34, K = 11 = 9384
N = 35, K = 11 = 21840
N = 36, K = 11 = 37800
N = 37, K = 11 = 57720
N = 38, K = 11 = 82080
N = 39, K = 11 = 111384
N = 40, K = 11 = 146160
N = 41, K = 11 = 186960
N = 42, K = 11 = 234360
N = 43, K = 11 = 288960
N = 44, K = 11 = 351384
N = 45, K = 11 = 422280
N = 46, K = 11 = 1004640
N = 47, K = 11 = 1776600
N = 48, K = 11 = 2770560
N = 49, K = 11 = 4021920
N = 50, K = 11 = 5569200
N = 51, K = 11 = 7454160
N = 52, K = 11 = 9721920
N = 53, K = 11 = 12421080
N = 54, K = 11 = 15603840
N = 55, K = 11 = 19326120
N = 56, K = 11 = 23647680
N = 57, K = 11 = 57264480
N = 58, K = 11 = 103042800
N = 59, K = 11 = 163463040
N = 60, K = 11 = 241315200
N = 61, K = 11 = 339721200
N = 62, K = 11 = 462157920
N = 63, K = 11 = 612480960
N = 64, K = 11 = 794949120
N = 65, K = 11 = 1014249600
N = 66, K = 11 = 1275523920
N = 67, K = 11 = 1584394560
N = 68, K = 11 = 3893984640
N = 69, K = 11 = 7109953200
N = 70, K = 11 = 11442412800
N = 71, K = 11 = 17133379200
N = 72, K = 11 = 24459926400
N = 73, K = 11 = 33737528160
N = 74, K = 11 = 45323591040
N = 75, K = 11 = 59621184000
N = 76, K = 11 = 77082969600
N = 77, K = 11 = 98215341840
N = 78, K = 11 = 123582775680
N = 79, K = 11 = 307624786560
N = 80, K = 11 = 568796256000
N = 81, K = 11 = 926835436800
N = 82, K = 11 = 1404937094400
N = 83, K = 11 = 2030173891200
N = 84, K = 11 = 2833952365440
N = 85, K = 11 = 3852505238400
N = 86, K = 11 = 5127421824000
N = 87, K = 11 = 6706218355200
N = 88, K = 11 = 8642950081920
N = 89, K = 11 = 10998867035520
N = 90, K = 11 = 27686230790400
N = 91, K = 11 = 51760459296000
N = 92, K = 11 = 85268860185600
N = 93, K = 11 = 130659149779200
N = 94, K = 11 = 190836345772800
N = 95, K = 11 = 269225474716800
N = 96, K = 11 = 369840502886400
N = 97, K = 11 = 497359916928000
N = 98, K = 11 = 657209398809600
N = 99, K = 11 = 855652058110080
N = 100, K = 11 = 1099886703552000
N = 13, K = 12 = 13
N = 14, K = 12 = 28
N = 15, K = 12 = 45
N = 16, K = 12 = 64
N = 17, K = 12 = 85
N = 18, K = 12 = 108
N = 19, K = 12 = 133
N = 20, K = 12 = 160
N = 21, K = 12 = 189
N = 22, K = 12 = 220
N = 23, K = 12 = 253
N = 24, K = 12 = 288
N = 25, K = 12 = 325
N = 26, K = 12 = 728
N = 27, K = 12 = 1215
N = 28, K = 12 = 1792
N = 29, K = 12 = 2465
N = 30, K = 12 = 3240
N = 31, K = 12 = 4123
N = 32, K = 12 = 5120
N = 33, K = 12 = 6237
N = 34, K = 12 = 7480
N = 35, K = 12 = 8855
N = 36, K = 12 = 10368
N = 37, K = 12 = 12025
N = 38, K = 12 = 27664
N = 39, K = 12 = 47385
N = 40, K = 12 = 71680
N = 41, K = 12 = 101065
N = 42, K = 12 = 136080
N = 43, K = 12 = 177289
N = 44, K = 12 = 225280
N = 45, K = 12 = 280665
N = 46, K = 12 = 344080
N = 47, K = 12 = 416185
N = 48, K = 12 = 497664
N = 49, K = 12 = 589225
N = 50, K = 12 = 1383200
N = 51, K = 12 = 2416635
N = 52, K = 12 = 3727360
N = 53, K = 12 = 5356445
N = 54, K = 12 = 7348320
N = 55, K = 12 = 9750895
N = 56, K = 12 = 12615680
N = 57, K = 12 = 15997905
N = 58, K = 12 = 19956640
N = 59, K = 12 = 24554915
N = 60, K = 12 = 29859840
N = 61, K = 12 = 35942725
N = 62, K = 12 = 85758400
N = 63, K = 12 = 152248005
N = 64, K = 12 = 238551040
N = 65, K = 12 = 348168925
N = 66, K = 12 = 484989120
N = 67, K = 12 = 653309965
N = 68, K = 12 = 857866240
N = 69, K = 12 = 1103855445
N = 70, K = 12 = 1396964800
N = 71, K = 12 = 1743398965
N = 72, K = 12 = 2149908480
N = 73, K = 12 = 2623818925
N = 74, K = 12 = 6346121600
N = 75, K = 12 = 11418600375
N = 76, K = 12 = 18129879040
N = 77, K = 12 = 26809007225
N = 78, K = 12 = 37829151360
N = 79, K = 12 = 51611487235
N = 80, K = 12 = 68629299200
N = 81, K = 12 = 89412291045
N = 82, K = 12 = 114551113600
N = 83, K = 12 = 144702114095
N = 84, K = 12 = 180592312320
N = 85, K = 12 = 223024608625
N = 86, K = 12 = 545766457600
N = 87, K = 12 = 993418232625
N = 88, K = 12 = 1595429355520
N = 89, K = 12 = 2386001643025
N = 90, K = 12 = 3404623622400
N = 91, K = 12 = 4696645338385
N = 92, K = 12 = 6313895526400
N = 93, K = 12 = 8315343067185
N = 94, K = 12 = 10767804678400
N = 95, K = 12 = 13746700839025
N = 96, K = 12 = 17336861982720
N = 97, K = 12 = 21633387036625
N = 98, K = 12 = 53485112844800
N = 99, K = 12 = 98348405029875
N = 100, K = 12 = 159542935552000
N = 14, K = 13 = 14
N = 15, K = 13 = 30
N = 16, K = 13 = 48
N = 17, K = 13 = 68
N = 18, K = 13 = 90
N = 19, K = 13 = 114
N = 20, K = 13 = 140
N = 21, K = 13 = 168
N = 22, K = 13 = 198
N = 23, K = 13 = 230
N = 24, K = 13 = 264
N = 25, K = 13 = 300
N = 26, K = 13 = 338
N = 27, K = 13 = 378
N = 28, K = 13 = 840
N = 29, K = 13 = 1392
N = 30, K = 13 = 2040
N = 31, K = 13 = 2790
N = 32, K = 13 = 3648
N = 33, K = 13 = 4620
N = 34, K = 13 = 5712
N = 35, K = 13 = 6930
N = 36, K = 13 = 8280
N = 37, K = 13 = 9768
N = 38, K = 13 = 11400
N = 39, K = 13 = 13182
N = 40, K = 13 = 15120
N = 41, K = 13 = 34440
N = 42, K = 13 = 58464
N = 43, K = 13 = 87720
N = 44, K = 13 = 122760
N = 45, K = 13 = 164160
N = 46, K = 13 = 212520
N = 47, K = 13 = 268464
N = 48, K = 13 = 332640
N = 49, K = 13 = 405720
N = 50, K = 13 = 488400
N = 51, K = 13 = 581400
N = 52, K = 13 = 685464
N = 53, K = 13 = 801360
N = 54, K = 13 = 1859760
N = 55, K = 13 = 3215520
N = 56, K = 13 = 4912320
N = 57, K = 13 = 6997320
N = 58, K = 13 = 9521280
N = 59, K = 13 = 12538680
N = 60, K = 13 = 16107840
N = 61, K = 13 = 20291040
N = 62, K = 13 = 25154640
N = 63, K = 13 = 30769200
N = 64, K = 13 = 37209600
N = 65, K = 13 = 44555160
N = 66, K = 13 = 52889760
N = 67, K = 13 = 124603920
N = 68, K = 13 = 218655360
N = 69, K = 13 = 338950080
N = 70, K = 13 = 489812400
N = 71, K = 13 = 676010880
N = 72, K = 13 = 902784960
N = 73, K = 13 = 1175872320
N = 74, K = 13 = 1501536960
N = 75, K = 13 = 1886598000
N = 76, K = 13 = 2338459200
N = 77, K = 13 = 2865139200
N = 78, K = 13 = 3475302480
N = 79, K = 13 = 4178291040
N = 80, K = 13 = 9968313600
N = 81, K = 13 = 17711084160
N = 82, K = 13 = 27793906560
N = 83, K = 13 = 40654429200
N = 84, K = 13 = 56784913920
N = 85, K = 13 = 76736721600
N = 86, K = 13 = 101125019520
N = 87, K = 13 = 130633715520
N = 88, K = 13 = 166020624000
N = 89, K = 13 = 208122868800
N = 90, K = 13 = 257862528000
N = 91, K = 13 = 316252525680
