g++-4.9 prog.cpp -std=c++11 -O2 -lm && cat in.txt | ./a.out
N = 2, K = 1 = 2
N = 92, K = 13 = 384402775680
N = 93, K = 13 = 927053164800
N = 94, K = 13 = 1664841911040
N = 95, K = 13 = 2640421123200
N = 96, K = 13 = 3902825203200
N = 97, K = 13 = 5508136650240
N = 98, K = 13 = 7520198716800
N = 99, K = 13 = 10011376932480
N = 100, K = 13 = 13063371552000
N = 15, K = 14 = 15
N = 16, K = 14 = 32
N = 17, K = 14 = 51
N = 18, K = 14 = 72
N = 19, K = 14 = 95
N = 20, K = 14 = 120
N = 21, K = 14 = 147
N = 22, K = 14 = 176
N = 23, K = 14 = 207
N = 24, K = 14 = 240
N = 25, K = 14 = 275
N = 26, K = 14 = 312
N = 27, K = 14 = 351
N = 28, K = 14 = 392
N = 29, K = 14 = 435
N = 30, K = 14 = 960
N = 31, K = 14 = 1581
N = 32, K = 14 = 2304
N = 33, K = 14 = 3135
N = 34, K = 14 = 4080
N = 35, K = 14 = 5145
N = 36, K = 14 = 6336
N = 37, K = 14 = 7659
N = 38, K = 14 = 9120
N = 39, K = 14 = 10725
N = 40, K = 14 = 12480
N = 41, K = 14 = 14391
N = 42, K = 14 = 16464
N = 43, K = 14 = 18705
N = 44, K = 14 = 42240
N = 45, K = 14 = 71145
N = 46, K = 14 = 105984
N = 47, K = 14 = 147345
N = 48, K = 14 = 195840
N = 49, K = 14 = 252105
N = 50, K = 14 = 316800
N = 51, K = 14 = 390609
N = 52, K = 14 = 474240
N = 53, K = 14 = 568425
N = 54, K = 14 = 673920
N = 55, K = 14 = 791505
N = 56, K = 14 = 921984
N = 57, K = 14 = 1066185
N = 58, K = 14 = 2449920
N = 59, K = 14 = 4197555
N = 60, K = 14 = 6359040
N = 61, K = 14 = 8988045
N = 62, K = 14 = 12142080
N = 63, K = 14 = 15882615
N = 64, K = 14 = 20275200
N = 65, K = 14 = 25389585
N = 66, K = 14 = 31299840
N = 67, K = 14 = 38084475
N = 68, K = 14 = 45826560
N = 69, K = 14 = 54613845
N = 70, K = 14 = 64538880
N = 71, K = 14 = 75699135
N = 72, K = 14 = 176394240
N = 73, K = 14 = 306421515
N = 74, K = 14 = 470568960
N = 75, K = 14 = 674103375
N = 76, K = 14 = 922798080
N = 77, K = 14 = 1222961355
N = 78, K = 14 = 1581465600
N = 79, K = 14 = 2005777215
N = 80, K = 14 = 2503987200
N = 81, K = 14 = 3084842475
N = 82, K = 14 = 3757777920
N = 83, K = 14 = 4532949135
N = 84, K = 14 = 5421265920
N = 85, K = 14 = 6434426475
N = 86, K = 14 = 15169904640
N = 87, K = 14 = 26658671805
N = 88, K = 14 = 41410068480
N = 89, K = 14 = 59995200375
N = 90, K = 14 = 83051827200
N = 91, K = 14 = 111289483305
N = 92, K = 14 = 145494835200
N = 93, K = 14 = 186537280995
N = 94, K = 14 = 235374796800
N = 95, K = 14 = 293060035125
N = 96, K = 14 = 360746680320
N = 97, K = 14 = 439696066095
N = 98, K = 14 = 531284060160
N = 99, K = 14 = 637008221025
N = 100, K = 14 = 1516990464000
N = 16, K = 15 = 16
N = 17, K = 15 = 34
N = 18, K = 15 = 54
N = 19, K = 15 = 76
N = 20, K = 15 = 100
N = 21, K = 15 = 126
N = 22, K = 15 = 154
N = 23, K = 15 = 184
N = 24, K = 15 = 216
N = 25, K = 15 = 250
N = 26, K = 15 = 286
N = 27, K = 15 = 324
N = 28, K = 15 = 364
N = 29, K = 15 = 406
N = 30, K = 15 = 450
N = 31, K = 15 = 496
N = 32, K = 15 = 1088
N = 33, K = 15 = 1782
N = 34, K = 15 = 2584
N = 35, K = 15 = 3500
N = 36, K = 15 = 4536
N = 37, K = 15 = 5698
N = 38, K = 15 = 6992
N = 39, K = 15 = 8424
N = 40, K = 15 = 10000
N = 41, K = 15 = 11726
N = 42, K = 15 = 13608
N = 43, K = 15 = 15652
N = 44, K = 15 = 17864
N = 45, K = 15 = 20250
N = 46, K = 15 = 22816
N = 47, K = 15 = 51136
N = 48, K = 15 = 85536
N = 49, K = 15 = 126616
N = 50, K = 15 = 175000
N = 51, K = 15 = 231336
N = 52, K = 15 = 296296
N = 53, K = 15 = 370576
N = 54, K = 15 = 454896
N = 55, K = 15 = 550000
N = 56, K = 15 = 656656
N = 57, K = 15 = 775656
N = 58, K = 15 = 907816
N = 59, K = 15 = 1053976
N = 60, K = 15 = 1215000
N = 61, K = 15 = 1391776
N = 62, K = 15 = 3170432
N = 63, K = 15 = 5388768
N = 64, K = 15 = 8103424
N = 65, K = 15 = 11375000
N = 66, K = 15 = 15268176
N = 67, K = 15 = 19851832
N = 68, K = 15 = 25199168
N = 69, K = 15 = 31387824
N = 70, K = 15 = 38500000
N = 71, K = 15 = 46622576
N = 72, K = 15 = 55847232
N = 73, K = 15 = 66270568
N = 74, K = 15 = 77994224
N = 75, K = 15 = 91125000
N = 76, K = 15 = 105774976
N = 77, K = 15 = 244123264
N = 78, K = 15 = 420323904
N = 79, K = 15 = 640170496
N = 80, K = 15 = 910000000
N = 81, K = 15 = 1236722256
N = 82, K = 15 = 1627850224
N = 83, K = 15 = 2091530944
N = 84, K = 15 = 2636577216
N = 85, K = 15 = 3272500000
N = 86, K = 15 = 4009541536
N = 87, K = 15 = 4858709184
N = 88, K = 15 = 5831809984
N = 89, K = 15 = 6941485936
N = 90, K = 15 = 8201250000
N = 91, K = 15 = 9625522816
N = 92, K = 15 = 22459340288
N = 93, K = 15 = 39090123072
N = 94, K = 15 = 60176026624
N = 95, K = 15 = 86450000000
N = 96, K = 15 = 118725336576
N = 97, K = 15 = 157901471728
N = 98, K = 15 = 204970032512
N = 99, K = 15 = 261021144384
N = 100, K = 15 = 327250000000
N = 17, K = 16 = 17
N = 18, K = 16 = 36
N = 19, K = 16 = 57
N = 20, K = 16 = 80
N = 21, K = 16 = 105
N = 22, K = 16 = 132
N = 23, K = 16 = 161
N = 24, K = 16 = 192
N = 25, K = 16 = 225
N = 26, K = 16 = 260
N = 27, K = 16 = 297
N = 28, K = 16 = 336
N = 29, K = 16 = 377
N = 30, K = 16 = 420
N = 31, K = 16 = 465
N = 32, K = 16 = 512
N = 33, K = 16 = 561
N = 34, K = 16 = 1224
N = 35, K = 16 = 1995
N = 36, K = 16 = 2880
N = 37, K = 16 = 3885
N = 38, K = 16 = 5016
N = 39, K = 16 = 6279
N = 40, K = 16 = 7680
N = 41, K = 16 = 9225
N = 42, K = 16 = 10920
N = 43, K = 16 = 12771
N = 44, K = 16 = 14784
N = 45, K = 16 = 16965
N = 46, K = 16 = 19320
N = 47, K = 16 = 21855
N = 48, K = 16 = 24576
N = 49, K = 16 = 27489
N = 50, K = 16 = 61200
N = 51, K = 16 = 101745
N = 52, K = 16 = 149760
N = 53, K = 16 = 205905
N = 54, K = 16 = 270864
N = 55, K = 16 = 345345
N = 56, K = 16 = 430080
N = 57, K = 16 = 525825
N = 58, K = 16 = 633360
N = 59, K = 16 = 753489
N = 60, K = 16 = 887040
N = 61, K = 16 = 1034865
N = 62, K = 16 = 1197840
N = 63, K = 16 = 1376865
N = 64, K = 16 = 1572864
N = 65, K = 16 = 1786785
N = 66, K = 16 = 4039200
N = 67, K = 16 = 6816915
N = 68, K = 16 = 10183680
N = 69, K = 16 = 14207445
N = 70, K = 16 = 18960480
N = 71, K = 16 = 24519495
N = 72, K = 16 = 30965760
N = 73, K = 16 = 38385225
N = 74, K = 16 = 46868640
N = 75, K = 16 = 56511675
N = 76, K = 16 = 67415040
N = 77, K = 16 = 79684605
N = 78, K = 16 = 93431520
N = 79, K = 16 = 108772335
N = 80, K = 16 = 125829120
N = 81, K = 16 = 144729585
N = 82, K = 16 = 331214400
N = 83, K = 16 = 565803945
N = 84, K = 16 = 855429120
N = 85, K = 16 = 1207632825
N = 86, K = 16 = 1630601280
N = 87, K = 16 = 2133196065
N = 88, K = 16 = 2724986880
N = 89, K = 16 = 3416285025
N = 90, K = 16 = 4218177600
N = 91, K = 16 = 5142562425
N = 92, K = 16 = 6202183680
N = 93, K = 16 = 7410668265
N = 94, K = 16 = 8782562880
N = 95, K = 16 = 10333371825
N = 96, K = 16 = 12079595520
N = 97, K = 16 = 14038769745
N = 98, K = 16 = 32459011200
N = 99, K = 16 = 56014590555
N = 100, K = 16 = 85542912000
N = 18, K = 17 = 18
N = 19, K = 17 = 38
N = 20, K = 17 = 60
N = 21, K = 17 = 84
N = 22, K = 17 = 110
N = 23, K = 17 = 138
N = 24, K = 17 = 168
N = 25, K = 17 = 200
N = 26, K = 17 = 234
N = 27, K = 17 = 270
N = 28, K = 17 = 308
N = 29, K = 17 = 348
N = 30, K = 17 = 390
N = 31, K = 17 = 434
N = 32, K = 17 = 480
N = 33, K = 17 = 528
N = 34, K = 17 = 578
N = 35, K = 17 = 630
N = 36, K = 17 = 1368
N = 37, K = 17 = 2220
N = 38, K = 17 = 3192
N = 39, K = 17 = 4290
N = 40, K = 17 = 5520
N = 41, K = 17 = 6888
N = 42, K = 17 = 8400
N = 43, K = 17 = 10062
N = 44, K = 17 = 11880
N = 45, K = 17 = 13860
N = 46, K = 17 = 16008
N = 47, K = 17 = 18330
N = 48, K = 17 = 20832
N = 49, K = 17 = 23520
N = 50, K = 17 = 26400
N = 51, K = 17 = 29478
N = 52, K = 17 = 32760
N = 53, K = 17 = 72504
N = 54, K = 17 = 119880
N = 55, K = 17 = 175560
N = 56, K = 17 = 240240
N = 57, K = 17 = 314640
N = 58, K = 17 = 399504
N = 59, K = 17 = 495600
N = 60, K = 17 = 603720
N = 61, K = 17 = 724680
N = 62, K = 17 = 859320
N = 63, K = 17 = 1008504
N = 64, K = 17 = 1173120
N = 65, K = 17 = 1354080
N = 66, K = 17 = 1552320
N = 67, K = 17 = 1768800
N = 68, K = 17 = 2004504
N = 69, K = 17 = 2260440
N = 70, K = 17 = 5075280
N = 71, K = 17 = 8511480
N = 72, K = 17 = 12640320
N = 73, K = 17 = 17537520
N = 74, K = 17 = 23283360
N = 75, K = 17 = 29962800
N = 76, K = 17 = 37665600
N = 77, K = 17 = 46486440
N = 78, K = 17 = 56525040
N = 79, K = 17 = 67886280
N = 80, K = 17 = 80680320
N = 81, K = 17 = 95022720
N = 82, K = 17 = 111034560
N = 83, K = 17 = 128842560
N = 84, K = 17 = 148579200
N = 85, K = 17 = 170382840
N = 86, K = 17 = 194397840
N = 87, K = 17 = 441549360
N = 88, K = 17 = 749010240
N = 89, K = 17 = 1124988480
N = 90, K = 17 = 1578376800
N = 91, K = 17 = 2118785760
N = 92, K = 17 = 2756577600
N = 93, K = 17 = 3502900800
N = 94, K = 17 = 4369725360
N = 95, K = 17 = 5369878800
N = 96, K = 17 = 6517082880
N = 97, K = 17 = 7825991040
N = 98, K = 17 = 9312226560
N = 99, K = 17 = 10992421440
N = 100, K = 17 = 12884256000
N = 19, K = 18 = 19
N = 20, K = 18 = 40
N = 21, K = 18 = 63
N = 22, K = 18 = 88
N = 23, K = 18 = 115
N = 24, K = 18 = 144
N = 25, K = 18 = 175
N = 26, K = 18 = 208
N = 27, K = 18 = 243
N = 28, K = 18 = 280
N = 29, K = 18 = 319
N = 30, K = 18 = 360
N = 31, K = 18 = 403
N = 32, K = 18 = 448
N = 33, K = 18 = 495
N = 34, K = 18 = 544
N = 35, K = 18 = 595
N = 36, K = 18 = 648
N = 37, K = 18 = 703
N = 38, K = 18 = 1520
N = 39, K = 18 = 2457
N = 40, K = 18 = 3520
N = 41, K = 18 = 4715
N = 42, K = 18 = 6048
N = 43, K = 18 = 7525
N = 44, K = 18 = 9152
N = 45, K = 18 = 10935
N = 46, K = 18 = 12880
N = 47, K = 18 = 14993
N = 48, K = 18 = 17280
N = 49, K = 18 = 19747
N = 50, K = 18 = 22400
N = 51, K = 18 = 25245
N = 52, K = 18 = 28288
N = 53, K = 18 = 31535
N = 54, K = 18 = 34992
N = 55, K = 18 = 38665
N = 56, K = 18 = 85120
N = 57, K = 18 = 140049
N = 58, K = 18 = 204160
N = 59, K = 18 = 278185
N = 60, K = 18 = 362880
N = 61, K = 18 = 459025
N = 62, K = 18 = 567424
N = 63, K = 18 = 688905
N = 64, K = 18 = 824320
N = 65, K = 18 = 974545
N = 66, K = 18 = 1140480
N = 67, K = 18 = 1323049
N = 68, K = 18 = 1523200
N = 69, K = 18 = 1741905
N = 70, K = 18 = 1980160
N = 71, K = 18 = 2238985
N = 72, K = 18 = 2519424
N = 73, K = 18 = 2822545
N = 74, K = 18 = 6298880
N = 75, K = 18 = 10503675
N = 76, K = 18 = 15516160
N = 77, K = 18 = 21420245
N = 78, K = 18 = 28304640
N = 79, K = 18 = 36262975
N = 80, K = 18 = 45393920
N = 81, K = 18 = 55801305
N = 82, K = 18 = 67594240
N = 83, K = 18 = 80887235
N = 84, K = 18 = 95800320
N = 85, K = 18 = 112459165
N = 86, K = 18 = 130995200
N = 87, K = 18 = 151545735
N = 88, K = 18 = 174254080
N = 89, K = 18 = 199269665
N = 90, K = 18 = 226748160
N = 91, K = 18 = 256851595
N = 92, K = 18 = 579496960
N = 93, K = 18 = 976841775
N = 94, K = 18 = 1458519040
N = 95, K = 18 = 2034923275
N = 96, K = 18 = 2717245440
N = 97, K = 18 = 3517508575
N = 98, K = 18 = 4448604160
N = 99, K = 18 = 5524329195
N = 100, K = 18 = 6759424000
N = 20, K = 19 = 20
N = 21, K = 19 = 42
N = 22, K = 19 = 66
N = 23, K = 19 = 92
N = 24, K = 19 = 120
N = 25, K = 19 = 150
N = 26, K = 19 = 182
N = 27, K = 19 = 216
N = 28, K = 19 = 252
N = 29, K = 19 = 290
N = 30, K = 19 = 330
N = 31, K = 19 = 372
N = 32, K = 19 = 416
N = 33, K = 19 = 462
N = 34, K = 19 = 510
N = 35, K = 19 = 560
N = 36, K = 19 = 612
N = 37, K = 19 = 666
N = 38, K = 19 = 722
N = 39, K = 19 = 780
N = 40, K = 19 = 1680
N = 41, K = 19 = 2706
N = 42, K = 19 = 3864
N = 43, K = 19 = 5160
N = 44, K = 19 = 6600
N = 45, K = 19 = 8190
N = 46, K = 19 = 9936
N = 47, K = 19 = 11844
N = 48, K = 19 = 13920
N = 49, K = 19 = 16170
N = 50, K = 19 = 18600
N = 51, K = 19 = 21216
N = 52, K = 19 = 24024
N = 53, K = 19 = 27030
N = 54, K = 19 = 30240
N = 55, K = 19 = 33660
N = 56, K = 19 = 37296
N = 57, K = 19 = 41154
N = 58, K = 19 = 45240
N = 59, K = 19 = 99120
N = 60, K = 19 = 162360
N = 61, K = 19 = 235704
N = 62, K = 19 = 319920
N = 63, K = 19 = 415800
N = 64, K = 19 = 524160
N = 65, K = 19 = 645840
N = 66, K = 19 = 781704
N = 67, K = 19 = 932640
N = 68, K = 19 = 1099560
N = 69, K = 19 = 1283400
N = 70, K = 19 = 1485120
N = 71, K = 19 = 1705704
N = 72, K = 19 = 1946160
N = 73, K = 19 = 2207520
N = 74, K = 19 = 2490840
N = 75, K = 19 = 2797200
N = 76, K = 19 = 3127704
N = 77, K = 19 = 3483480
N = 78, K = 19 = 7731360
N = 79, K = 19 = 12826440
N = 80, K = 19 = 18856320
N = 81, K = 19 = 25913520
N = 82, K = 19 = 34095600
N = 83, K = 19 = 43505280
N = 84, K = 19 = 54250560
N = 85, K = 19 = 66444840
N = 86, K = 19 = 80207040
N = 87, K = 19 = 95661720
N = 88, K = 19 = 112939200
N = 89, K = 19 = 132175680
N = 90, K = 19 = 153513360
N = 91, K = 19 = 177100560
N = 92, K = 19 = 203091840
N = 93, K = 19 = 231648120
N = 94, K = 19 = 262936800
N = 95, K = 19 = 297131880
N = 96, K = 19 = 334414080
N = 97, K = 19 = 749941920
N = 98, K = 19 = 1256991120
N = 99, K = 19 = 1866775680
N = 100, K = 19 = 2591352000
N = 21, K = 20 = 21
N = 22, K = 20 = 44
N = 23, K = 20 = 69
N = 24, K = 20 = 96
N = 25, K = 20 = 125
N = 26, K = 20 = 156
N = 27, K = 20 = 189
N = 28, K = 20 = 224
N = 29, K = 20 = 261
N = 30, K = 20 = 300
N = 31, K = 20 = 341
N = 32, K = 20 = 384
N = 33, K = 20 = 429
N = 34, K = 20 = 476
N = 35, K = 20 = 525
N = 36, K = 20 = 576
N = 37, K = 20 = 629
N = 38, K = 20 = 684
N = 39, K = 20 = 741
N = 40, K = 20 = 800
N = 41, K = 20 = 861
N = 42, K = 20 = 1848
N = 43, K = 20 = 2967
N = 44, K = 20 = 4224
N = 45, K = 20 = 5625
N = 46, K = 20 = 7176
N = 47, K = 20 = 8883
N = 48, K = 20 = 10752
N = 49, K = 20 = 12789
N = 50, K = 20 = 15000
N = 51, K = 20 = 17391
N = 52, K = 20 = 19968
N = 53, K = 20 = 22737
N = 54, K = 20 = 25704
N = 55, K = 20 = 28875
N = 56, K = 20 = 32256
N = 57, K = 20 = 35853
N = 58, K = 20 = 39672
N = 59, K = 20 = 43719
N = 60, K = 20 = 48000
N = 61, K = 20 = 52521
N = 62, K = 20 = 114576
N = 63, K = 20 = 186921
N = 64, K = 20 = 270336
N = 65, K = 20 = 365625
N = 66, K = 20 = 473616
N = 67, K = 20 = 595161
N = 68, K = 20 = 731136
N = 69, K = 20 = 882441
N = 70, K = 20 = 1050000
N = 71, K = 20 = 1234761
N = 72, K = 20 = 1437696
N = 73, K = 20 = 1659801
N = 74, K = 20 = 1902096
N = 75, K = 20 = 2165625
N = 76, K = 20 = 2451456
N = 77, K = 20 = 2760681
N = 78, K = 20 = 3094416
N = 79, K = 20 = 3453801
N = 80, K = 20 = 3840000
N = 81, K = 20 = 4254201
N = 82, K = 20 = 9395232
N = 83, K = 20 = 15514443
N = 84, K = 20 = 22708224
N = 85, K = 20 = 31078125
N = 86, K = 20 = 40730976
N = 87, K = 20 = 51779007
N = 88, K = 20 = 64339968
N = 89, K = 20 = 78537249
N = 90, K = 20 = 94500000
N = 91, K = 20 = 112363251
N = 92, K = 20 = 132268032
N = 93, K = 20 = 154361493
N = 94, K = 20 = 178797024
N = 95, K = 20 = 205734375
N = 96, K = 20 = 235339776
N = 97, K = 20 = 267786057
N = 98, K = 20 = 303252768
N = 99, K = 20 = 341926299
N = 100, K = 20 = 384000000
6
280
65835
8
